From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
B4GALT2	O60909	reviewed	B4GT2_HUMAN	Beta-1,4-galactosyltransferase 2 (Beta-1,4-GalTase 2) (Beta4Gal-T2) (b4Gal-T2) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2)	B4GALT2	Homo sapiens (Human)
DTNB	O60941	reviewed	DTNB_HUMAN	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB	Homo sapiens (Human)
SRGAP2	O75044	reviewed	SRGP2_HUMAN	SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Rho GTPase-activating protein 34)	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A	Homo sapiens (Human)
DNAJC6	O75061	reviewed	AUXI_HUMAN	Auxilin (EC 3.1.3.-) (DnaJ homolog subfamily C member 6)	DNAJC6 KIAA0473	Homo sapiens (Human)
FKTN	O75072	reviewed	FKTN_HUMAN	Ribitol-5-phosphate transferase FKTN (EC 2.7.8.-) (Fukutin) (Fukuyama-type congenital muscular dystrophy protein) (Ribitol-5-phosphate transferase)	FKTN FCMD	Homo sapiens (Human)
LRP3	O75074	reviewed	LRP3_HUMAN	Low-density lipoprotein receptor-related protein 3 (LRP-3) (105 kDa low-density lipoprotein receptor-related protein) (hLRp105)	LRP3	Homo sapiens (Human)
ADAM23	O75077	reviewed	ADA23_HUMAN	Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)	ADAM23 MDC3	Homo sapiens (Human)
ADAM11	O75078	reviewed	ADA11_HUMAN	Disintegrin and metalloproteinase domain-containing protein 11 (ADAM 11) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein) (MDC)	ADAM11 MDC	Homo sapiens (Human)
SLIT1	O75093	reviewed	SLIT1_HUMAN	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	SLIT1 KIAA0813 MEGF4 SLIL1	Homo sapiens (Human)
CPNE3	O75131	reviewed	CPNE3_HUMAN	Copine-3 (Copine III)	CPNE3 CPN3 KIAA0636	Homo sapiens (Human)
ZBED4	O75132	reviewed	ZBED4_HUMAN	Zinc finger BED domain-containing protein 4	ZBED4 KIAA0637	Homo sapiens (Human)
PPFIA3	O75145	reviewed	LIPA3_HUMAN	Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3)	PPFIA3 KIAA0654	Homo sapiens (Human)
NPHP4	O75161	reviewed	NPHP4_HUMAN	Nephrocystin-4 (Nephroretinin)	NPHP4 KIAA0673	Homo sapiens (Human)
PPP6R2	O75170	reviewed	PP6R2_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 2 (SAPS domain family member 2)	PPP6R2 KIAA0685 PP6R2 SAPS2	Homo sapiens (Human)
ATP2C2	O75185	reviewed	AT2C2_HUMAN	Calcium-transporting ATPase type 2C member 2 (ATPase 2C2) (EC 7.2.2.10) (Ca(2+)/Mn(2+)-ATPase 2C2) (Secretory pathway Ca(2+)-transporting ATPase type 2) (SPCA2)	ATP2C2 KIAA0703 SPCA2	Homo sapiens (Human)
PPFIA4	O75335	reviewed	LIPA4_HUMAN	Liprin-alpha-4 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-4) (PTPRF-interacting protein alpha-4)	PPFIA4 KIAA0897	Homo sapiens (Human)
ATP6G	O75348	reviewed	VATG1_HUMAN	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	ATP6V1G1 ATP6G ATP6G1 ATP6J	Homo sapiens (Human)
ENTPD3	O75355	reviewed	ENTP3_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 3 (NTPDase 3) (EC 3.6.1.5) (CD39 antigen-like 3) (Ecto-ATP diphosphohydrolase 3) (Ecto-ATPDase 3) (Ecto-ATPase 3) (Ecto-apyrase 3) (HB6)	ENTPD3 CD39L3	Homo sapiens (Human)
BCAS1	O75363	reviewed	BCAS1_HUMAN	Breast carcinoma-amplified sequence 1 (Amplified and overexpressed in breast cancer) (Novel amplified in breast cancer 1)	BCAS1 AIBC1 NABC1	Homo sapiens (Human)
PRL3	O75365	reviewed	TP4A3_HUMAN	Protein tyrosine phosphatase type IVA 3 (EC 3.1.3.48) (PRL-R) (Protein-tyrosine phosphatase 4a3) (Protein-tyrosine phosphatase of regenerating liver 3) (PRL-3)	PTP4A3 PRL3	Homo sapiens (Human)
TACC1	O75410	reviewed	TACC1_HUMAN	Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1)	TACC1 KIAA1103	Homo sapiens (Human)
CDS2	O75420	reviewed	GGYF1_HUMAN	GRB10-interacting GYF protein 1 (PERQ amino acid-rich with GYF domain-containing protein 1)	GIGYF1 CDS2 PERQ1 PP3360	Homo sapiens (Human)
USH2A	O75445	reviewed	USH2A_HUMAN	Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein)	USH2A	Homo sapiens (Human)
CA11	O75493	reviewed	CAH11_HUMAN	Carbonic anhydrase-related protein 11 (CA-RP XI) (CA-XI) (CARP XI) (Carbonic anhydrase-related protein 2) (CA-RP II) (CARP-2)	CA11 CARP2 UNQ211/PRO237	Homo sapiens (Human)
DAB1	O75553	reviewed	DAB1_HUMAN	Disabled homolog 1	DAB1	Homo sapiens (Human)
GCAT	O75600	reviewed	KBL_HUMAN	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)	GCAT KBL	Homo sapiens (Human)
TRMU	O75648	reviewed	MTU1_HUMAN	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)	TRMU MTU1 TRMT1	Homo sapiens (Human)
OFD1	O75665	reviewed	OFD1_HUMAN	Centriole and centriolar satellite protein OFD1 (Oral-facial-digital syndrome 1 protein) (Protein 71-7A)	OFD1 CXorf5	Homo sapiens (Human)
RFPL1	O75677	reviewed	RFPL1_HUMAN	Ret finger protein-like 1 (RING finger protein 78)	RFPL1 RFPL1L RNF78	Homo sapiens (Human)
RFPL2	O75678	reviewed	RFPL2_HUMAN	Ret finger protein-like 2 (RING finger protein 79)	RFPL2 RNF79	Homo sapiens (Human)
SCRG1	O75711	reviewed	SCRG1_HUMAN	Scrapie-responsive protein 1 (Scrapie-responsive gene 1 protein) (ScRG-1)	SCRG1 UNQ390/PRO725	Homo sapiens (Human)
B3GALNT1	O75752	reviewed	B3GL1_HUMAN	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 (Beta-1,3-GalNAc-T1) (EC 2.4.1.79) (Beta-1,3-galactosyltransferase 3) (Beta-1,3-GalTase 3) (Beta3Gal-T3) (Beta3GalT3) (b3Gal-T3) (Beta-3-Gx-T3) (Galactosylgalactosylglucosylceramide beta-D-acetyl-galactosaminyltransferase) (Globoside synthase) (UDP-N-acetylgalactosamine:globotriaosylceramide beta-1,3-N-acetylgalactosaminyltransferase)	B3GALNT1 B3GALT3 UNQ531/PRO1074	Homo sapiens (Human)
PALM	O75781	reviewed	PALM_HUMAN	Paralemmin-1 (Paralemmin)	PALM KIAA0270	Homo sapiens (Human)
RHBDL1	O75783	reviewed	RHBL1_HUMAN	Rhomboid-related protein 1 (RRP) (EC 3.4.21.105) (Rhomboid-like protein 1)	RHBDL1 RHBDL	Homo sapiens (Human)
CAPN15	O75808	reviewed	CAN15_HUMAN	Calpain-15 (EC 3.4.22.-) (Small optic lobes homolog)	CAPN15 SOLH	Homo sapiens (Human)
KIP2	O75838	reviewed	CIB2_HUMAN	Calcium and integrin-binding family member 2 (Kinase-interacting protein 2) (KIP 2)	CIB2 KIP2	Homo sapiens (Human)
CYP7B1	O75881	reviewed	CP7B1_HUMAN	Cytochrome P450 7B1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (25/26-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.29) (3-hydroxysteroid 7-alpha hydroxylase) (Oxysterol 7-alpha-hydroxylase)	CYP7B1	Homo sapiens (Human)
TUSC2	O75896	reviewed	TUSC2_HUMAN	Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2)	TUSC2 C3orf11 FUS1 LGCC PDAP2	Homo sapiens (Human)
MMP21	O75900	reviewed	MMP23_HUMAN	Matrix metalloproteinase-23 (MMP-23) (EC 3.4.24.-) (Femalysin) (MIFR-1) (Matrix metalloproteinase-21) (MMP-21) (Matrix metalloproteinase-22) (MMP-22) [Cleaved into: Matrix metalloproteinase-23, soluble form]	MMP23B MMP21 MMP22	Homo sapiens (Human)
DHRS3	O75911	reviewed	DHRS3_HUMAN	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	Homo sapiens (Human)
DGKI	O75912	reviewed	DGKI_HUMAN	Diacylglycerol kinase iota (DAG kinase iota) (DGK-iota) (EC 2.7.1.107)	DGKI	Homo sapiens (Human)
SERF1A	O75920	reviewed	SERF1_HUMAN	Small EDRK-rich factor 1 (Protein 4F5) (h4F5) (SMA modifier 1)	SERF1A FAM2A SERF1 SMAM1; SERF1B FAM2B SERF1 SMAM1	Homo sapiens (Human)
DCTN3	O75935	reviewed	DCTN3_HUMAN	Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)	DCTN3 DCTN22	Homo sapiens (Human)
CABYR	O75952	reviewed	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein (Calcium-binding protein 86) (Cancer/testis antigen 88) (CT88) (Fibrousheathin II) (Fibrousheathin-2) (FSP-2) (Testis-specific calcium-binding protein CBP86)	CABYR CBP86 FSP2	Homo sapiens (Human)
WFS1	O76024	reviewed	WFS1_HUMAN	Wolframin	WFS1	Homo sapiens (Human)
CLPX	O76031	reviewed	CLPX_HUMAN	ATP-dependent clpX-like chaperone, mitochondrial (EC 3.6.4.10) (ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial) (Caseinolytic mitochondrial matrix peptidase chaperone subunit X)	CLPX	Homo sapiens (Human)
NEURL1	O76050	reviewed	NEUL1_HUMAN	E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (h-neu) (h-neuralized 1) (RING finger protein 67) (RING-type E3 ubiquitin transferase NEURL1)	NEURL1 NEURL NEURL1A RNF67	Homo sapiens (Human)
TM7SF2	O76062	reviewed	ERG24_HUMAN	Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (Another new gene 1 protein) (C-14 sterol reductase) (C14SR) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)	TM7SF2 ANG1	Homo sapiens (Human)
SNCG	O76070	reviewed	SYUG_HUMAN	Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)	SNCG BCSG1 PERSYN PRSN	Homo sapiens (Human)
RGS20	O76081	reviewed	RGS20_HUMAN	Regulator of G-protein signaling 20 (RGS20) (Gz-selective GTPase-activating protein) (G(z)GAP) (Gz-GAP) (Regulator of G-protein signaling Z1) (Regulator of Gz-selective protein signaling 1)	RGS20 RGSZ1 ZGAP1	Homo sapiens (Human)
DDAH	O94760	reviewed	DDAH1_HUMAN	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	DDAH1 DDAH	Homo sapiens (Human)
URI1	O94763	reviewed	RMP_HUMAN	Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein)	URI1 C19orf2 NNX3 PPP1R19 RMP URI	Homo sapiens (Human)
LY6H	O94772	reviewed	LY6H_HUMAN	Lymphocyte antigen 6H (Ly-6H)	LY6H	Homo sapiens (Human)
BAIAP3	O94812	reviewed	BAIP3_HUMAN	BAI1-associated protein 3 (BAP3) (Brain-specific angiogenesis inhibitor I-associated protein 3)	BAIAP3 KIAA0734	Homo sapiens (Human)
NOL4	O94818	reviewed	NOL4_HUMAN	Nucleolar protein 4 (Nucleolar-localized protein)	NOL4 NOLP HRIHFB2255	Homo sapiens (Human)
ATP10B	O94823	reviewed	AT10B_HUMAN	Phospholipid-transporting ATPase VB (EC 7.6.2.1) (ATPase class V type 10B) (P4-ATPase flippase complex alpha subunit ATP10B)	ATP10B ATPVB KIAA0715	Homo sapiens (Human)
PLEKHG5	O94827	reviewed	PKHG5_HUMAN	Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Guanine nucleotide exchange factor 720) (GEF720)	PLEKHG5 KIAA0720	Homo sapiens (Human)
MYO1D	O94832	reviewed	MYO1D_HUMAN	Unconventional myosin-Id	MYO1D KIAA0727	Homo sapiens (Human)
DDN	O94850	reviewed	DEND_HUMAN	Dendrin	DDN KIAA0749	Homo sapiens (Human)
FRYL	O94915	reviewed	FRYL_HUMAN	Protein furry homolog-like (ALL1-fused gene from chromosome 4p12 protein)	FRYL AF4P12 KIAA0826	Homo sapiens (Human)
CDK14	O94921	reviewed	CDK14_HUMAN	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1)	CDK14 KIAA0834 PFTK1	Homo sapiens (Human)
SLITRK3	O94933	reviewed	SLIK3_HUMAN	SLIT and NTRK-like protein 3	SLITRK3 KIAA0848	Homo sapiens (Human)
UBOX5	O94941	reviewed	RNF37_HUMAN	RING finger protein 37 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF37) (U-box domain-containing protein 5) (UbcM4-interacting protein 5) (hUIP5) (Ubiquitin-conjugating enzyme 7-interacting protein 5)	UBOX5 KIAA0860 RNF37 UBCE7IP5 UIP5	Homo sapiens (Human)
SLCO2B1	O94956	reviewed	SO2B1_HUMAN	Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9)	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9	Homo sapiens (Human)
AP2A2	O94973	reviewed	AP2A2_HUMAN	AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	Homo sapiens (Human)
CAMTA2	O94983	reviewed	CMTA2_HUMAN	Calmodulin-binding transcription activator 2	CAMTA2 KIAA0909	Homo sapiens (Human)
CLSTN1	O94985	reviewed	CSTN1_HUMAN	Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]	CLSTN1 CS1 KIAA0911	Homo sapiens (Human)
FAM13A	O94988	reviewed	FA13A_HUMAN	Protein FAM13A	FAM13A FAM13A1 KIAA0914	Homo sapiens (Human)
SLITRK5	O94991	reviewed	SLIK5_HUMAN	SLIT and NTRK-like protein 5 (Leucine-rich repeat-containing protein 11)	SLITRK5 KIAA0918 LRRC11	Homo sapiens (Human)
RIG	O95057	reviewed	DIRA1_HUMAN	GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1)	DIRAS1 GBTS1 RIG	Homo sapiens (Human)
FSBP	O95073	reviewed	FSBP_HUMAN	Fibrinogen silencer-binding protein	FSBP	Homo sapiens (Human)
TSPOAP1	O95153	reviewed	RIMB1_HUMAN	Peripheral-type benzodiazepine receptor-associated protein 1 (PRAX-1) (Peripheral benzodiazepine receptor-interacting protein) (PBR-IP) (RIMS-binding protein 1) (RIM-BP1) (TSPO-associated protein 1)	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1	Homo sapiens (Human)
NXPH2	O95156	reviewed	NXPH2_HUMAN	Neurexophilin-2	NXPH2 NPH2	Homo sapiens (Human)
NXPH3	O95157	reviewed	NXPH3_HUMAN	Neurexophilin-3	NXPH3 KIAA1159 NPH3 UNQ687/PRO1327	Homo sapiens (Human)
NXPH4	O95158	reviewed	NXPH4_HUMAN	Neurexophilin-4	NXPH4 NPH4 UNQ1928/PRO4403	Homo sapiens (Human)
UNC5C	O95185	reviewed	UNC5C_HUMAN	Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C)	UNC5C UNC5H3	Homo sapiens (Human)
CSPG5	O95196	reviewed	CSPG5_HUMAN	Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C)	CSPG5 CALEB NGC	Homo sapiens (Human)
ZNF205	O95201	reviewed	RHIT_HUMAN	Transcriptional repressor RHIT (Repressor of heat-inducible transcription) (RhitH) (Zinc finger protein 205) (Zinc finger protein 210)	ZNF205 RHIT ZNF210	Homo sapiens (Human)
EPN2	O95208	reviewed	EPN2_HUMAN	Epsin-2 (EPS-15-interacting protein 2)	EPN2 KIAA1065	Homo sapiens (Human)
LUC7L3	O95232	reviewed	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	LUC7L3 CREAP1 CROP O48	Homo sapiens (Human)
